"pi" "gen_id" "country" "region" "Latitude" "Longitude" "Alt" "topsoil_pH" "subsoil_pH" "topsoil_cec" "subsoil_cec" "topsoil_nitrogen" "subsoil_nitrogen" "topsoil_sand" "subsoil_sand" "topsoil_silt" "subsoil_silt" "topsoil_clay" "subsoil_clay" "topsoil_soc" "subsoil_soc" "Ann.Mean.Tmp" "Tmp.Seas" "Mean.Diurn.Rng" "Max.Tmp.Wrm.M" "Min.Tmp.Cld.M" "Mean.Tmp.Wet.Q" "Mean.Tmp.Dry.Q" "Mean.Tmp.Wrm.Q" "Mean.Tmp.Cld.Q" "Ann.Prc" "Prc.Seas" "Prc.Wet.Q" "Prc.Dry.Q" "Prc.Cld.Q" "Prc.Wrm.Q" "Prc.Wet.M" "Prc.Dry.M" "tmean_Q1" "tmean_Q2" "tmean_Q3" "tmean_Q4" "prec_Q1" "prec_Q2" "prec_Q3" "prec_Q4" "is.minicore" "pet_min" "AridityIndex" "max_heat_index" "ann_heat_index" "coldindex.mean" "coldindex.min"
"IS24389" "IS24389.D1EYBACXX.1.250137815" "India" "South Asia" 28.39999962 77.84999847 205 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24413" "IS24413.D1EYBACXX.1.250137816" "India" "South Asia" 25.37999916 81.13999939 106 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24416" "IS24416.D1EYBACXX.1.250137817" "India" "South Asia" 26.06999969 81.08999634 118 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24417" "IS24417.D1EYBACXX.1.250137818" "India" "South Asia" 25.45000076 81.83999634 99 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24713" "IS24713.B064FABXX.1.250009985" "Nigeria" "West Africa" 9.800000191 8.489999771 805 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24775" "IS24775.D0D0HACXX.5.250046090" "Nigeria" "West Africa" 10.88000011 13.63000011 574 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24786" "IS24786.B064FABXX.1.250009997" "Nigeria" "West Africa" 10.88000011 13.63000011 574 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS24875" "IS24875.D1EYBACXX.1.250137819" "Nigeria" "West Africa" 9.390000343 9.210000038 1183 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25055" "IS25055.B064FABXX.1.250009954" "Ghana" "West Africa" 9.399999619 -0.9800000191 162 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25098" "IS25098.D1EYBACXX.1.250137820" "Ghana" "West Africa" 7.9550113 -1.031819 120 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25506" "IS25506.D1EYBACXX.1.250137821" "Burundi" "East Africa" -3.210000038 30.09000015 1643 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25522" "IS25522.MRG.4.250047691" "Burundi" "East Africa" -3.339999914 29.39999962 840 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25523" "IS25523.MRG.4.250047692" "Burundi" "East Africa" -3.339999914 29.39999962 840 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25524" "IS25524.MRG.4.250047693" "Burundi" "East Africa" -3.49000001 29.34000015 777 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25543" "IS25543.D1EYBACXX.1.250137822" "Rwanda" "East Africa" -2.559999943 28.95000076 1792 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25548" "IS25548.MRG.4.250047537" "Rwanda" "East Africa" -2.059999943 29.36000061 1475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 211 182 114 276 147 211 210 212 209 1127 38 363 107 283 277 140 19 212 209.666666666667 211.333333333333 210.333333333333 313 283 174 357 TRUE 119 7163 13.2829874917659 8.8455135224625 -0.393333333333333 0.02
"IS25670" "IS25670.D1EYBACXX.1.250137823" "Mali" "West Africa" 13.43999958 -4.090000153 407 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25690" "IS25690.D1EYBACXX.1.250137824" "Mali" "West Africa" 14.72999954 -6.559999943 287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25694" "IS25694.D1EYBACXX.1.250137825" "Mali" "West Africa" 15.01000023 -7.659999847 259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25702" "IS25702.628P7AAXX.7.250007063" "Mali" "West Africa" 15.15999985 -9.380000114 250 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25706" "IS25706.D1EYBACXX.1.250137826" "Mali" "West Africa" 14.46000004 -8.229999542 284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25708" "IS25708.D1EYBACXX.1.250137827" "Mali" "West Africa" 15.26000023 -8.479999542 313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25722" "IS25722.D1EYBACXX.1.250137828" "Mali" "West Africa" 14.30000019 -9.550000191 269 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25732" "IS25732.MRG.4.250047538" "Mali" "West Africa" 14.27000046 -10.35999966 283 61.69775390625 62 71.5574188232422 84.1998519897461 49.9605407714844 34.3688201904297 263.032104492188 257.721984863281 436.947265625 408.841400146484 299.989166259766 333.939147949219 51.8472137451172 21.9992351531982 276 2131 139 387 158 266 266 306 252 789 130 601 0 0 137 251 0 266 306.666666666667 266.666666666667 264.666666666667 0 137 601 51 TRUE 139 3946 22.1591865911284 13.2829874917659 -0.68 -0.0533333333333334
"IS25733" "IS25733.B064FABXX.1.250009950" "Mali" "West Africa" 15.05000019 -9.350000381 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25752" "IS25752.D1EYBACXX.1.250137829" "Mali" "West Africa" 15.01000023 -3.50999999 278 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25766" "IS25766.D1EYBACXX.1.250137830" "Mali" "West Africa" 15.42000008 -4.039999962 263 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25772" "IS25772.D1EYBACXX.1.250137831" "Mali" "West Africa" 13.85999966 -11.65999985 165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25783" "IS25783.D1EYBACXX.1.250137832" "Mali" "West Africa" 15.31000042 -11.35000038 162 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25784" "IS25784.D1EYBACXX.1.250137833" "Mali" "West Africa" 13.39000034 -10.36999989 212 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25798" "IS25798.D1EYBACXX.1.250137834" "Mali" "West Africa" 12.02999973 -9.710000038 569 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25804" "IS25804.D1EYBACXX.1.250137835" "Mali" "West Africa" 12.39999962 -11.07999992 215 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25812" "IS25812.D1EYBACXX.1.250137836" "Mali" "West Africa" 12.71000004 -10.57999992 377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25816" "IS25816.D1EYBACXX.1.250137837" "Mali" "West Africa" 11.44999981 -6.119999886 381 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25836" "IS25836.B064FABXX.1.250010010" "Mali" "West Africa" 15.14999962 -10.27000046 240 65.8188323974609 67.7081451416016 78.9849243164062 80.5189361572266 36.3106880187988 31.5428638458252 527.622863769531 500.836120605469 206.238006591797 214.999664306641 266.347747802734 284.449676513672 32.3751640319824 20.9433994293213 282 2755 145 402 146 278 262 320 246 511 136 410 0 1 72 170 0 262.666666666667 320.333333333333 278 265.666666666667 0 72 410 29 TRUE 141 2474 23.4724086639956 13.7226050288516 -0.64 0.0266666666666667
"IS25839" "IS25839.D1EYBACXX.1.250137838" "Mali" "West Africa" 14 -4.119999886 311 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25848" "IS25848.D0D0HACXX.5.250046091" "Mali" "West Africa" 13.35000038 -9.449999809 342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25865" "IS25865.D1EYBACXX.1.250137839" "Mali" "West Africa" 12.57999992 -9.119999886 369 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25868" "IS25868.D1EYBACXX.1.250137840" "Mali" "West Africa" 12.88000011 -9.979999542 284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25877" "IS25877.D1EYBACXX.1.250137841" "Mali" "West Africa" 13.06999969 -8.199999809 453 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25888" "IS25888.D1EYBACXX.1.250137842" "Mali" "West Africa" 14.21000004 -7.579999924 411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25912" "IS25912.D1EYBACXX.1.250137843" "Mali" "West Africa" 13.69999981 -8.449999809 325 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25913" "IS25913.D1EYBACXX.1.250137844" "Mali" "West Africa" 13.46000004 -7.800000191 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25921" "IS25921.D1EYBACXX.1.250137845" "Mali" "West Africa" 13.05000019 -7.559999943 330 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25931" "IS25931.D1EYBACXX.1.250137846" "Mali" "West Africa" 12.02999973 -8.380000114 338 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25936" "IS25936.D1EYBACXX.1.250137847" "Mali" "West Africa" 11.56000042 -8.25 365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25945" "IS25945.D1EYBACXX.1.250138133" "Mali" "West Africa" 11.59000015 -7.539999962 339 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25966" "IS25966.D1EYBACXX.1.250138134" "Mali" "West Africa" 10.60000038 -8.199999809 409 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25985" "IS25985.D1EYBACXX.1.250138135" "Mali" "West Africa" 10.27999973 -7.260000229 417 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25987" "IS25987.D1EYBACXX.1.250138136" "Mali" "West Africa" 10.75 -6.5 345 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS25989" "IS25989.MRG.4.250047541" "Mali" "West Africa" 11.27999973 -7.010000229 371 55.7906951904297 57.5334777832031 74.7664642333984 79.346076965332 59.2199096679688 37.8180389404297 423.726623535156 376.528900146484 280.210052490234 271.252319335938 296.333862304688 351.989471435547 68.5879058837891 25.2564964294434 269 1959 133 371 151 258 252 298 248 1041 109 693 4 12 126 283 1 270 292 258 257.666666666667 10 259 693 79 TRUE 140 5325 20.7869854752154 12.7762783612345 -0.653333333333333 -0.00666666666666664
"IS26000" "IS26000.D1EYBACXX.1.250138137" "Mali" "West Africa" 11.85999966 -5.409999847 326 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26005" "IS26005.D1EYBACXX.1.250138138" "Mali" "West Africa" 11.13000011 -5.400000095 467 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26008" "IS26008.D1EYBACXX.1.250138139" "Mali" "West Africa" 10.55000019 -5.769999981 350 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26025" "IS26025.MRG.4.250047542" "Mali" "West Africa" 12.39000034 -6.360000134 320 58.9242668151855 59.9094696044922 58.0931930541992 71.1834106445312 44.8193283081055 25.0114212036133 447.940460205078 394.290985107422 306.800231933594 294.734069824219 246.571304321289 310.793212890625 50.904541015625 20.2719383239746 274 2336 138 382 146 265 248 306 247 926 116 649 2 8 94 282 0 266.333333333333 304.666666666667 265 261 4 212 649 61 TRUE 142 4639 21.7271791280999 13.1375313546551 -0.646666666666667 0.0266666666666667
"IS26031" "IS26031.D1EYBACXX.1.250138140" "Mali" "West Africa" 13.06999969 -5.5 304 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26056" "IS26056.D1EYBACXX.1.250138141" "Mali" "West Africa" 13.27999973 -4.579999924 306 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26072" "IS26072.D1EYBACXX.1.250138142" "Mali" "West Africa" 12.55000019 -5.050000191 314 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26090" "IS26090.D1EYBACXX.1.250138143" "Mali" "West Africa" 16.09000015 -3.339999914 268 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26091" "IS26091.D1EYBACXX.1.250138144" "Mali" "West Africa" 15.21000004 -2.680000067 296 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26101" "IS26101.D1EYBACXX.1.250138145" "Mali" "West Africa" 15.17000008 -1.409999967 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26103" "IS26103.D1EYBACXX.1.250138146" "Mali" "West Africa" 15 -2.049999952 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26108" "IS26108.D1EYBACXX.1.250138147" "Mali" "West Africa" 14.65999985 -2.75 299 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26110" "IS26110.B064FABXX.1.250010016" "Mali" "West Africa" 14.43000031 -2.230000019 279 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26123" "IS26123.D1EYBACXX.1.250138148" "Mali" "West Africa" 13.75 -3.349999905 258 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26131" "IS26131.D1EYBACXX.1.250138149" "Mali" "West Africa" 14.39999962 -3.160000086 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26136" "IS26136.D1EYBACXX.1.250138150" "Mali" "West Africa" 14.40999985 -3.75 364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26137" "IS26137.D1EYBACXX.1.250138151" "Mali" "West Africa" 14.85999966 -5.210000038 272 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26142" "IS26142.D1EYBACXX.1.250138152" "Mali" "West Africa" 14.77999973 -6.010000229 277 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26147" "IS26147.D1EYBACXX.1.250138153" "Mali" "West Africa" 13.57999992 -5.25 277 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26148" "IS26148.D1EYBACXX.1.250138154" "Mali" "West Africa" 14.30000019 -11.46000004 89 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26198" "IS26198.D0D0HACXX.5.250046092" "Togo" "West Africa" 10.59000015 0.0700000003 319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26222" "IS26222.MRG.4.250047544" "Togo" "West Africa" 10.80000019 0.2300000042 259 64.2705764770508 66.8415374755859 138.859924316406 153.734649658203 71.6869964599609 42.790096282959 525.294616699219 478.109558105469 235.386413574219 230.960235595703 239.196868896484 290.909545898438 59.5402030944824 20.2911586761475 277 1885 129 383 183 254 274 303 254 1031 103 656 3 656 171 261 0 289.666666666667 290 254.666666666667 272 22 287 656 66 TRUE 135 5270 21.8133494702959 13.3559192240646 -0.693333333333333 -0.22
"IS26224" "IS26224.D0D0HACXX.5.250046093" "Togo" "West Africa" 10.5 0.4900000095 142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26282" "IS26282.D1EYBACXX.1.250138155" "Togo" "West Africa" 9.529999733 0.4399999976 126 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26285" "IS26285.D1EYBACXX.1.250138156" "Togo" "West Africa" 10.01000023 0.4900000095 121 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26370" "IS26370.D1EYBACXX.1.250138157" "Togo" "West Africa" 9.130000114 1.110000014 382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26376" "IS26376.D1EYBACXX.1.250138158" "Togo" "West Africa" 8.359999657 1 335 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26390" "IS26390.D1EYBACXX.1.250138159" "Togo" "West Africa" 6.900000095 0.8500000238 158 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26404" "IS26404.D1EYBACXX.1.250138161" "Togo" "West Africa" 6.199999809 1.350000024 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26419" "IS26419.D1EYBACXX.1.250138162" "Benin" "West Africa" 6.800000191 1.730000019 52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26434" "IS26434.D1EYBACXX.1.250138163" "Benin" "West Africa" 9.510000229 3.150000095 433 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26485" "IS26485.D1EYBACXX.1.250138164" "Benin" "West Africa" 10.93000031 3.700000048 267 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26516" "IS26516.D1EYBACXX.1.250138165" "Benin" "West Africa" 11.93999958 3.230000019 166 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26532" "IS26532.D1EYBACXX.1.250138166" "Benin" "West Africa" 11.64999962 2.529999971 280 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26540" "IS26540.D1EYBACXX.1.250138167" "Benin" "West Africa" 11.02000046 2.25 330 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS26548" "IS26548.D1EYBACXX.1.250138168" "Benin" "West Africa" 10.77999973 2.710000038 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
