"pi" "gen_id" "country" "region" "Latitude" "Longitude" "Alt" "topsoil_pH" "subsoil_pH" "topsoil_cec" "subsoil_cec" "topsoil_nitrogen" "subsoil_nitrogen" "topsoil_sand" "subsoil_sand" "topsoil_silt" "subsoil_silt" "topsoil_clay" "subsoil_clay" "topsoil_soc" "subsoil_soc" "Ann.Mean.Tmp" "Tmp.Seas" "Mean.Diurn.Rng" "Max.Tmp.Wrm.M" "Min.Tmp.Cld.M" "Mean.Tmp.Wet.Q" "Mean.Tmp.Dry.Q" "Mean.Tmp.Wrm.Q" "Mean.Tmp.Cld.Q" "Ann.Prc" "Prc.Seas" "Prc.Wet.Q" "Prc.Dry.Q" "Prc.Cld.Q" "Prc.Wrm.Q" "Prc.Wet.M" "Prc.Dry.M" "tmean_Q1" "tmean_Q2" "tmean_Q3" "tmean_Q4" "prec_Q1" "prec_Q2" "prec_Q3" "prec_Q4" "is.minicore" "pet_min" "AridityIndex" "max_heat_index" "ann_heat_index" "coldindex.mean" "coldindex.min"
"IS38026" "IS38026.D1EYBACXX.1.250138336" "Ethiopia" "East Africa" 13.60999966 39 1827 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS38159" "IS38159.D1EYBACXX.1.250138337" "Ethiopia" "East Africa" 11.52999973 41.63000107 340 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS38683" "IS38683.D1EYBACXX.1.250138338" "Ethiopia" "East Africa" 12.63000011 39.02999878 2243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS3885" "IS3885.70MUKAAXX.1.250006439" "Mali" "West Africa" 12.39000034 -7.590000153 343 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS3905" "IS3905.628P7AAXX.7.250007091" "Mali" "West Africa" 12.39000034 -7.590000153 343 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39453" "IS39453.D1EYBACXX.1.250138339" "Ethiopia" "East Africa" 11.85000038 38 2587 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39462" "IS39462.D1EYBACXX.1.250138340" "Ethiopia" "East Africa" 8.619999886 39.97000122 1418 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39463" "IS39463.D1EYBACXX.1.250138341" "Ethiopia" "East Africa" 12.06000042 35.88000107 692 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39474" "IS39474.D1EYBACXX.1.250138342" "Ethiopia" "East Africa" 9.31000042 34.58000183 1601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39496" "IS39496.D1EYBACXX.1.250138343" "Ethiopia" "East Africa" 7.539999962 37.84999847 2274 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39525" "IS39525.D1EYBACXX.1.250138344" "Ethiopia" "East Africa" 11.01000023 38.09000015 2542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39672" "IS39672.D1EYBACXX.1.250138345" "Nigeria" "West Africa" 9.779999733 9.779999733 578 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39677" "IS39677.D1EYBACXX.1.250138346" "Nigeria" "West Africa" 8.630000114 10.57999992 107 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39713" "IS39713.D1EYBACXX.1.250138347" "Nigeria" "West Africa" 8.869999886 8.470000267 366 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39764" "IS39764.D1EYBACXX.1.250138348" "Nigeria" "West Africa" 13.13000011 6.349999905 346 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39778" "IS39778.D1EYBACXX.1.250138349" "Nigeria" "West Africa" 12.75 5.849999905 284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39780" "IS39780.D1EYBACXX.1.250138350" "Nigeria" "West Africa" 12.10999966 13.65999985 296 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39783" "IS39783.D1EYBACXX.1.250138351" "Nigeria" "West Africa" 9.329999924 5.059999943 158 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39791" "IS39791.D1EYBACXX.1.250138352" "Nigeria" "West Africa" 12.10999966 5.929999828 317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39797" "IS39797.D1EYBACXX.1.250138353" "Nigeria" "West Africa" 12.77999973 12.77999973 306 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39809" "IS39809.D1EYBACXX.1.250138354" "Nigeria" "West Africa" 9.670000076 11.63000011 673 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39810" "IS39810.D1EYBACXX.1.250138355" "Nigeria" "West Africa" 9.609999657 13.07999992 263 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39814" "IS39814.D1EYBACXX.8.250140165" "Nigeria" "West Africa" 10.80000019 11.42000008 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39815" "IS39815.D1EYBACXX.8.250140166" "Nigeria" "West Africa" 11.15999985 12.75 393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39819" "IS39819.D1EYBACXX.8.250140167" "Nigeria" "West Africa" 11.48999977 11.93999958 420 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39913" "IS39913.D1EYBACXX.8.250140168" "Uganda" "East Africa" 1.440000057 31.34000015 1119 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS39915" "IS39915.D1EYBACXX.8.250140169" "Uganda" "East Africa" 0.8500000238 32.47000122 1090 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40005" "IS40005.D1EYBACXX.8.250140170" "Uganda" "East Africa" 0.2700000107 32.45000076 1156 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4003" "IS4003.C1AB3ACXX.7.250137279" "India" "South Asia" 28.89999962 76.55999756 221 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40033" "IS40033.D1EYBACXX.8.250140171" "Nigeria" "West Africa" 7.730000019 8.529999733 107 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40034" "IS40034.D1EYBACXX.8.250140172" "Nigeria" "West Africa" 8.31000042 8.510000229 218 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40036" "IS40036.D1EYBACXX.8.250140173" "Nigeria" "West Africa" 8.079999924 5.230000019 499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40215" "IS40215.D1EYBACXX.8.250140174" "India" "South Asia" 16.06999969 75.36000061 643 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4027" "IS4027.628NVAAXX.5.250006941" "India" "South Asia" 26.54999924 75.51999664 315 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40272" "IS40272.D1EYBACXX.8.250140175" "India" "South Asia" 16.5 75 551 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40306" "IS40306.D1EYBACXX.8.250140176" "India" "South Asia" 14.82999992 76.5 671 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40307" "IS40307.D1EYBACXX.8.250140177" "India" "South Asia" 14.48999977 76.16000366 637 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40324" "IS40324.D1EYBACXX.8.250140178" "India" "South Asia" 14.56000042 75.58999634 586 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40325" "IS40325.D1EYBACXX.8.250140179" "India" "South Asia" 15 75.83000183 543 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40329" "IS40329.D1EYBACXX.8.250140180" "India" "South Asia" 13.59000015 75.95999908 805 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4035" "IS4035.70MUKAAXX.1.250006451" "India" "South Asia" 26.54999924 75.51999664 315 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40373" "IS40373.D1EYBACXX.8.250140181" "Uganda" "East Africa" -0.3799999952 32.88000107 1136 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4060" "IS4060.D0D0HACXX.5.250046298" "India" "South Asia" 27.20999908 77.48999786 181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 257 6652 135 417 74 298 238 334 162 667 154 582 12 16 229 272 2 188.333333333333 330.666666666667 298 210.333333333333 20 36 582 29 TRUE 84 3787 24.8110646666223 11.9233464217067 -0.0799999999999999 0.506666666666667
"IS4064" "IS4064.C1AB3ACXX.7.250137280" "India" "South Asia" 26.02000046 76.33999634 266 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40729" "IS40729.D1EYBACXX.8.250140182" "India" "South Asia" 20.54000092 74.45999908 437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40730" "IS40730.D1EYBACXX.8.250140183" "India" "South Asia" 20.32999992 75.05999756 708 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40757" "IS40757.D1EYBACXX.8.250140184" "India" "South Asia" 19.62000084 75.87999725 499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40771" "IS40771.D1EYBACXX.8.250140185" "India" "South Asia" 19.26000023 76.76999664 416 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40791" "IS40791.D1EYBACXX.8.250140186" "India" "South Asia" 20.14999962 73.80999756 675 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40803" "IS40803.D1EYBACXX.8.250140187" "India" "South Asia" 18.32999992 74.83000183 493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40819" "IS40819.D1EYBACXX.8.250140188" "India" "South Asia" 19.04999924 74.44000244 866 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40822" "IS40822.D1EYBACXX.8.250140189" "India" "South Asia" 19.37000084 74.93000031 518 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40824" "IS40824.D1EYBACXX.8.250140190" "India" "South Asia" 19.87000084 74.47000122 495 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS40841" "IS40841.D1EYBACXX.8.250140191" "India" "South Asia" 17.85000038 74.66000366 814 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4092" "IS4092.D0D0HACXX.5.250046299" "India" "South Asia" 26.15999985 75.77999878 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 260 6024 134 418 89 291 247 331 176 645 153 563 10 11 55 240 1 200.333333333333 331.333333333333 291.666666666667 218.333333333333 12 55 563 15 TRUE 89 3635 24.9012015823158 12.1347005114192 -0.173333333333333 0.406666666666667
"IS4112" "IS4112.70MUKAAXX.1.250006463" "India" "South Asia" 26.15999985 75.77999878 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4127" "IS4127.C1AB3ACXX.7.250137281" "India" "South Asia" 24.87999916 74.62999725 401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4207" "IS4207.C1AB3ACXX.7.250137282" "India" "South Asia" 24.59000015 76.16000366 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4246" "IS4246.C1AB3ACXX.7.250137283" "India" "South Asia" 24.04999924 81.22000122 419 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4248" "IS4248.C1AB3ACXX.7.250137284" "India" "South Asia" 20.28000069 81.38999939 408 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4254" "IS4254.C1AB3ACXX.7.250137285" "India" "South Asia" 23.20000076 77.08000183 497 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4269" "IS4269.C1AB3ACXX.7.250137286" "India" "South Asia" 22.44000053 77.43000031 323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4277" "IS4277.C1AB3ACXX.7.250137287" "India" "South Asia" 22.57999992 84.01000214 493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4285" "IS4285.628NVAAXX.5.250006965" "India" "South Asia" 21.90999985 77.88999939 652 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4307" "IS4307.C1AB3ACXX.7.250137288" "India" "South Asia" 25.45999908 76.36000061 239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4308" "IS4308.C1AB3ACXX.7.250137289" "India" "South Asia" 23.53000069 77.80999756 425 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4332" "IS4332.C1AB3ACXX.7.250137290" "India" "South Asia" 25.65999985 78.45999908 250 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4339" "IS4339.C1AB3ACXX.7.250137291" "India" "South Asia" 26.55999947 78.77999878 154 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4347" "IS4347.C1AB3ACXX.7.250137292" "India" "South Asia" 26.47999954 78.01000214 175 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4360" "IS4360.D0D0HACXX.5.250046300" "India" "South Asia" 25.25 77.38999939 420 73.5 75.3554611206055 283.599945068359 283.3095703125 68.981315612793 60.2686462402344 384.195343017578 383.913391113281 288.646789550781 278.202606201172 328.68212890625 337.854736328125 50.3050689697266 42.5421142578125 249 5789 139 415 79 273 240 322 171 858 146 728 10 24 78 292 2 196 322 273.666666666667 205 22 78 728 30 TRUE 95 4883 24.6311240718219 11.3659364887246 -0.14 0.473333333333333
"IS4372" "IS4372.D0D0HACXX.5.250046301" "India" "South Asia" 23.51000023 75.25 470 76.3541717529297 77.3597030639648 447.890075683594 439.470092773438 56.832592010498 47.8675842285156 184.879974365234 152.874633789062 338.388000488281 334.323913574219 476.916107177734 512.750183105469 64.1414337158203 83.6392822265625 255 4347 130 401 108 263 257 314 197 877 137 727 4 9 95 273 0 218 314.333333333333 263 224.333333333333 9 95 727 46 TRUE 103 5034 23.384064140412 11.7831456673004 -0.313333333333333 0.28
"IS4378" "IS4378.C1AB3ACXX.7.250137293" "India" "South Asia" 24.39999962 77.12999725 406 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4405" "IS4405.C1AB3ACXX.7.250137294" "India" "South Asia" 24.20000076 78.19999695 410 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4416" "IS4416.C1AB3ACXX.7.250137295" "India" "South Asia" 23.76000023 76.98000336 433 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4489" "IS4489.C1AB3ACXX.7.250137296" "India" "South Asia" 24.27000046 74.51999664 561 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4515" "IS4515.D0D0HACXX.5.250046302" "India" "South Asia" 19.87999916 75.31999969 564 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 260 3311 129 399 138 255 245 308 221 744 110 493 9 31 159 180 2 245 308.333333333333 255 233.333333333333 9 159 493 83 TRUE 115 4095 23.2077147321257 12.1347005114192 -0.473333333333333 0.0799999999999999
"IS4543" "IS4543.C1AB3ACXX.7.250137297" "India" "South Asia" 18.98999977 75.76000214 512 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4581" "IS4581.D0D0HACXX.5.250046303" "India" "South Asia" 18.15999985 76.05000305 646 74.2769393920898 74.6077575683594 420.938812255859 425.39111328125 83.3526458740234 51.8135070800781 273.904479980469 274.047393798828 279.945739746094 270.744171142578 446.100860595703 454.781311035156 75.4927368164062 44.3454856872559 259 3237 132 396 135 255 225 304 219 835 107 541 12 31 185 203 2 248 304.666666666667 255 230 13 185 541 96 TRUE 119 4472 22.9440417857394 12.0641091064563 -0.46 0.1
"IS4613" "IS4613.D0D0HACXX.5.250046304" "India" "South Asia" 18.15999985 76.05000305 646 74.2769393920898 74.6077575683594 420.938812255859 425.39111328125 83.3526458740234 51.8135070800781 273.904479980469 274.047393798828 279.945739746094 270.744171142578 446.100860595703 454.781311035156 75.4927368164062 44.3454856872559 259 3237 132 396 135 255 225 304 219 835 107 541 12 31 185 203 2 248 304.666666666667 255 230 13 185 541 96 TRUE 119 4472 22.9440417857394 12.0641091064563 -0.46 0.1
"IS4631" "IS4631.D0D0HACXX.5.250046305" "India" "South Asia" 18.15999985 76.05000305 646 74.2769393920898 74.6077575683594 420.938812255859 425.39111328125 83.3526458740234 51.8135070800781 273.904479980469 274.047393798828 279.945739746094 270.744171142578 446.100860595703 454.781311035156 75.4927368164062 44.3454856872559 259 3237 132 396 135 255 225 304 219 835 107 541 12 31 185 203 2 248 304.666666666667 255 230 13 185 541 96 TRUE 119 4472 22.9440417857394 12.0641091064563 -0.46 0.1
"IS4698" "IS4698.D0D0HACXX.5.250046306" "India" "South Asia" 17.69000053 74 703 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 242 2133 109 347 146 237 235 273 220 1117 117 745 6 46 85 385 0 235.666666666667 271 231 228.666666666667 6 233 729 149 TRUE 103 7016 18.7853044621469 10.8856878720583 -0.466666666666667 0.0266666666666667
"IS4726" "IS4726.70MUKAAXX.1.250006475" "India" "South Asia" 22.70000076 71.68000031 69 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4734" "IS4734.C1AB3ACXX.7.250137298" "India" "South Asia" 22.29999924 70.77999878 142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4758" "IS4758.C1AB3ACXX.7.250137299" "India" "South Asia" 22.45999908 70.05999756 26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4776" "IS4776.70MUKAAXX.1.250006388" "India" "South Asia" 21.52000046 70.45999908 116 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
"IS4788" "IS4788.C1AB3ACXX.7.250137300" "India" "South Asia" 21.61000061 71.23000336 131 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE NA NA NA NA NA NA
