pi,country,region,score.prc,score.temp,score
PI620367,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620368,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620369,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620370,United Republic of Tanzania,East Africa,0,0,0
PI620371,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620372,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620373,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620375,United Republic of Tanzania,East Africa,0,0,0
PI620376,United Republic of Tanzania,East Africa,0,0,0
PI620377,United Republic of Tanzania,East Africa,0,0,0
PI620382,United Republic of Tanzania,East Africa,0,0,0
PI620383,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620385,United Republic of Tanzania,East Africa,0,0,0
PI620386,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620396,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620405,United Republic of Tanzania,East Africa,0,0,0
PI620406,United Republic of Tanzania,East Africa,0,0,0
PI620409,United Republic of Tanzania,East Africa,0,0,0
PI620411,United Republic of Tanzania,East Africa,0,0,0
PI620414,United Republic of Tanzania,East Africa,0,0,0
PI620415,United Republic of Tanzania,East Africa,0,0,0
PI620416,United Republic of Tanzania,East Africa,0,0,0
PI620417,United Republic of Tanzania,East Africa,0,0,0
PI620418,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620423,United Republic of Tanzania,East Africa,0,0,0
PI620424,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620430,United Republic of Tanzania,East Africa,0,0,0
PI620431,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620434,United Republic of Tanzania,East Africa,0,0,0
PI620435,United Republic of Tanzania,East Africa,0,0,0
PI620446,United Republic of Tanzania,East Africa,0,0,0
PI620447,United Republic of Tanzania,East Africa,0,0,0
PI620448,United Republic of Tanzania,East Africa,0.333333333,0,0.333333333
PI620449,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620453,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620454,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620459,United Republic of Tanzania,East Africa,0,0,0
PI620460,United Republic of Tanzania,East Africa,0,0,0
PI620461,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620463,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620466,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620467,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620469,United Republic of Tanzania,East Africa,0,0,0
PI620472,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620473,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620475,United Republic of Tanzania,East Africa,0,0,0
PI620476,United Republic of Tanzania,East Africa,0,0,0
PI620477,United Republic of Tanzania,East Africa,0,0,0
PI620478,United Republic of Tanzania,East Africa,0,0,0
PI620479,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620480,United Republic of Tanzania,East Africa,0,0,0
PI620483,United Republic of Tanzania,East Africa,0,0,0
PI620484,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620493,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620494,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620495,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620496,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620500,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620501,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620514,United Republic of Tanzania,East Africa,0,0,0
PI620515,United Republic of Tanzania,East Africa,0,0,0
PI620516,United Republic of Tanzania,East Africa,0,0,0
PI620517,United Republic of Tanzania,East Africa,0,0,0
PI620519,United Republic of Tanzania,East Africa,0,0,0
PI620520,United Republic of Tanzania,East Africa,0,0,0
PI620521,United Republic of Tanzania,East Africa,0,0,0
PI620522,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620523,United Republic of Tanzania,East Africa,0,0,0
PI620524,United Republic of Tanzania,East Africa,0,0,0
PI620525,United Republic of Tanzania,East Africa,0,0,0
PI620527,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620529,United Republic of Tanzania,East Africa,0,0,0
PI620535,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620536,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620537,United Republic of Tanzania,East Africa,0,0,0
PI620538,United Republic of Tanzania,East Africa,0,0,0
PI620539,United Republic of Tanzania,East Africa,0,0,0
PI620544,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620545,United Republic of Tanzania,East Africa,0,0,0
PI620547,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620548,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620557,United Republic of Tanzania,East Africa,0,0,0
PI620560,United Republic of Tanzania,East Africa,0,0,0
PI620564,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620565,United Republic of Tanzania,East Africa,0,0,0
PI620567,United Republic of Tanzania,East Africa,0,0,0
PI620570,United Republic of Tanzania,East Africa,0,0,0
PI620572,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI620578,United Republic of Tanzania,East Africa,0,0,0
PI620579,United Republic of Tanzania,East Africa,0,0,0
PI620610,Uganda,East Africa,0,0,0
PI620611,Uganda,East Africa,0,0,0
PI620615,Uganda,East Africa,0.5,0,0.5
PI620617,Uganda,East Africa,0.166666667,0,0.166666667
PI620624,Uganda,East Africa,0,0,0
PI646200,Nigeria,West Africa,0,0,0
PI646201,Nigeria,West Africa,0,0,0
PI646202,Nigeria,West Africa,0,0.545454545,0.545454545
PI646203,Nigeria,West Africa,0,0.181818182,0.181818182
PI646205,Nigeria,West Africa,0,0.272727273,0.272727273
PI646206,Nigeria,West Africa,0,0,0
PI646207,Nigeria,West Africa,0,0.090909091,0.090909091
PI646208,Nigeria,West Africa,0,0.454545455,0.454545455
PI646209,Nigeria,West Africa,0,0,0
PI646210,Nigeria,West Africa,0,0,0
PI646211,Nigeria,West Africa,0,0.545454545,0.545454545
PI646212,Nigeria,West Africa,0,0.727272727,0.727272727
PI646213,Nigeria,West Africa,0,0,0
PI646214,Nigeria,West Africa,0,0,0
PI646215,Nigeria,West Africa,0,0,0
PI646216,Nigeria,West Africa,0,0,0
PI646217,Nigeria,West Africa,0,0,0
PI646223,Nigeria,West Africa,0,0,0
PI646230,Uganda,East Africa,0.166666667,0,0.166666667
PI646231,Uganda,East Africa,0,0,0
PI646233,Uganda,East Africa,0,0,0
PI646234,Uganda,East Africa,0,0,0
PI646236,Uganda,East Africa,0.166666667,0,0.166666667
PI646237,Uganda,East Africa,0.166666667,0,0.166666667
PI646239,Uganda,East Africa,0.5,0,0.5
PI646240,Uganda,East Africa,0.166666667,0,0.166666667
PI646241,Uganda,East Africa,0.5,0,0.5
PI646242,Uganda,East Africa,0,0,0
PI646243,Uganda,East Africa,0.333333333,0,0.333333333
PI646245,Uganda,East Africa,0,0,0
PI646246,Uganda,East Africa,0.166666667,0,0.166666667
PI646247,Uganda,East Africa,0,0,0
PI646248,Uganda,East Africa,0,0,0
PI646249,Uganda,East Africa,0,0,0
PI646250,Uganda,East Africa,0.333333333,0,0.333333333
PI646251,Uganda,East Africa,0,0,0
PI646252,Uganda,East Africa,0,0,0
PI646254,Uganda,East Africa,0.333333333,0.090909091,0.424242424
PI646255,Uganda,East Africa,0,0,0
PI646256,Uganda,East Africa,0.333333333,0,0.333333333
PI646259,Uganda,East Africa,0.333333333,0,0.333333333
PI646260,Uganda,East Africa,0.333333333,0,0.333333333
PI646261,Uganda,East Africa,0.5,0,0.5
PI646262,Uganda,East Africa,0.333333333,0,0.333333333
PI646263,Uganda,East Africa,0.333333333,0,0.333333333
PI646264,Uganda,East Africa,0.333333333,0,0.333333333
PI646266,Uganda,East Africa,0,0,0
PI646267,Uganda,East Africa,0.166666667,0,0.166666667
PI646271,Uganda,East Africa,0,0,0
PI646279,Uganda,East Africa,0.5,0,0.5
PI646280,Uganda,East Africa,0.333333333,0,0.333333333
PI646281,Uganda,East Africa,0.5,0,0.5
PI646283,Uganda,East Africa,0.666666667,0,0.666666667
PI646289,Uganda,East Africa,0.333333333,0,0.333333333
PI646290,Uganda,East Africa,0.333333333,0,0.333333333
PI646291,Uganda,East Africa,0.333333333,0,0.333333333
PI646292,Uganda,East Africa,0.5,0,0.5
PI646293,Uganda,East Africa,0.333333333,0,0.333333333
PI646294,Uganda,East Africa,0.333333333,0,0.333333333
PI646295,Uganda,East Africa,0.166666667,0,0.166666667
PI646296,Uganda,East Africa,0,0,0
PI646297,Uganda,East Africa,0.166666667,0,0.166666667
PI646303,Uganda,East Africa,0,0,0
PI646304,Uganda,East Africa,0.5,0,0.5
PI646306,Uganda,East Africa,0.333333333,0,0.333333333
PI646307,Uganda,East Africa,0,0,0
PI646312,Uganda,East Africa,0,0,0
PI646313,Uganda,East Africa,0.333333333,0,0.333333333
PI646315,Uganda,East Africa,0.166666667,0,0.166666667
PI646316,Uganda,East Africa,0.166666667,0,0.166666667
PI646317,Uganda,East Africa,0.166666667,0,0.166666667
PI646319,Uganda,East Africa,0.166666667,0,0.166666667
PI646320,Uganda,East Africa,0,0,0
PI646321,Uganda,East Africa,0.333333333,0,0.333333333
PI646322,Uganda,East Africa,0.166666667,0,0.166666667
PI646323,Uganda,East Africa,0.166666667,0,0.166666667
PI646324,Uganda,East Africa,0.333333333,0,0.333333333
PI646325,Uganda,East Africa,0.333333333,0,0.333333333
PI646387,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI646388,United Republic of Tanzania,East Africa,0,0,0
PI646389,United Republic of Tanzania,East Africa,0,0,0
PI646390,United Republic of Tanzania,East Africa,0,0,0
PI646391,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI646392,United Republic of Tanzania,East Africa,0.166666667,0,0.166666667
PI647018,Nigeria,West Africa,0,0.272727273,0.272727273
PI647019,Nigeria,West Africa,0,0,0
PI647020,Nigeria,West Africa,0,0.454545455,0.454545455
PI647021,Nigeria,West Africa,0,0,0
PI647022,Nigeria,West Africa,0,0,0
PI647023,Nigeria,West Africa,0,0,0
PI647024,Nigeria,West Africa,0,0,0
PI647025,Nigeria,West Africa,0,0,0
PI647026,Nigeria,West Africa,0,0,0
PI647027,Nigeria,West Africa,0,0.272727273,0.272727273
PI647028,Nigeria,West Africa,0,0.090909091,0.090909091
PI647029,Nigeria,West Africa,0,0.545454545,0.545454545
PI658758,Nigeria,West Africa,0.166666667,0,0.166666667
PI659693,South Sudan,East Africa,0,0,0
