"","x"
"1177","IS7849.C1AB3ACXX.7.250137454"
"1178","IS7861.628P7AAXX.7.250007023"
"1179","IS7887.C1AB3ACXX.7.250137455"
"1180","IS7889.628P7AAXX.7.250007047"
"1181","IS7892.C1AB3ACXX.7.250137456"
"1182","IS7920.C1AB3ACXX.7.250137457"
"1183","IS7923.C1AB3ACXX.7.250137458"
"1184","IS7948.C1AB3ACXX.7.250137459"
"1185","IS7957.D0D0HACXX.5.250046322"
"1186","IS7958.D0D0HACXX.5.250046080"
"1187","IS7987.D0D0HACXX.5.250046323"
"1188","IS7995.C1AB3ACXX.7.250137460"
"1189","IS8012.D0D0HACXX.5.250046324"
"1190","IS8310.C1AB3ACXX.7.250137461"
"1191","IS8348.70MUKAAXX.2.250006001"
"1192","IS8577.D0E1YACXX.4.250048295"
"1193","IS8685.628P7AAXX.7.250007071"
"1194","IS8774.D0D0HACXX.5.250046326"
"1195","IS8777.D0D0HACXX.5.250046327"
"1196","IS8861.C1AB3ACXX.7.250137462"
"1197","IS8882.628P7AAXX.7.250007095"
"1198","IS8916.D0D0HACXX.5.250046328"
"1199","IS9108.D0D0HACXX.5.250046329"
"1200","IS9113.D0D0HACXX.5.250046330"
"1201","IS9115.C1AB3ACXX.7.250137463"
"1202","IS9168.70MUKAAXX.2.250006009"
"1203","IS9177.D0D0HACXX.5.250046331"
"1204","IS929.628NVAAXX.5.250006937"
"1205","IS9303.628NVAAXX.5.250006897"
"1206","IS9468.628NVAAXX.5.250006921"
"1207","IS9527.628NVAAXX.5.250006945"
"1208","IS9597.70MUKAAXX.2.250006029"
"1209","IS962.C1AB3ACXX.7.250137244"
"1210","IS9713.70MUKAAXX.2.250006049"
"1211","IS9720.C1AB3ACXX.7.250137464"
"1212","IS9745.D0D0HACXX.5.250046332"
"1213","IS9830.70MUKAAXX.1.250006404"
"1214","IS9883.70MUKAAXX.2.250006061"
"1215","IS9911.70MUKAAXX.2.250006073"
"1216","IS995.D0D0HACXX.5.250046280"
"1217","PI151198.D1G0BACXX.7.250130017"
"1218","PI155541.D1G0BACXX.7.250130029"
"1219","PI213900.D1G0BACXX.7.250130041"
"1220","PI229841.C1AADACXX.6.250140450"
"1221","PI24969.C00TDABXX.7.250018539"
"1222","PI267621.D1G0BACXX.7.250130053"
"1223","PI285039.D1G0BACXX.7.250129930"
"1224","PI285042.D1G0BACXX.7.250130077"
"1225","PI302116.C1AADACXX.6.250140499"
"1226","PI329252.D1G0BACXX.7.250129882"
"1227","PI329256.D1G0BACXX.7.250130089"
"1228","PI329285.D1G0BACXX.7.250130006"
"1229","PI329286.D1G0BACXX.7.250130018"
"1230","PI329299.D1G0BACXX.7.250130030"
"1231","PI329300.D1G0BACXX.7.250130042"
"1232","PI329301.D1G0BACXX.7.250130054"
"1233","PI329310.D1G0BACXX.7.250130066"
"1234","PI329311.D1G0BACXX.7.250130078"
"1235","PI329312.D1G0BACXX.7.250130090"
"1236","PI329316.D1G0BACXX.7.250130007"
"1237","PI329318.D1G0BACXX.7.250130019"
"1238","PI329319.D1G0BACXX.7.250130031"
"1239","PI329320.D1G0BACXX.7.250130043"
"1240","PI329325.D1G0BACXX.7.250130055"
"1241","PI329326.D1G0BACXX.7.250130067"
"1242","PI329333.D1G0BACXX.7.250130079"
"1243","PI329338.D1G0BACXX.7.250129895"
"1244","PI329351.D1G0BACXX.7.250130008"
"1245","PI329394.D1G0BACXX.7.250130020"
"1246","PI329403.D1G0BACXX.7.250130032"
"1247","PI329442.D1G0BACXX.7.250130044"
"1248","PI329465.D1G0BACXX.7.250130056"
"1249","PI329466.D1G0BACXX.7.250130068"
"1250","PI329470.D1G0BACXX.7.250130080"
"1251","PI329471.D1G0BACXX.7.250130092"
"1252","PI329473.D1G0BACXX.7.250130009"
"1253","PI329475.D1G0BACXX.7.250130021"
"1254","PI329476.D1G0BACXX.7.250130033"
"1255","PI329477.D1G0BACXX.7.250130045"
"1256","PI329478.D1G0BACXX.7.250130057"
"1257","PI329480.D1G0BACXX.7.250130069"
"1258","PI329501.D1G0BACXX.7.250130081"
"1259","PI329504.D1G0BACXX.7.250130093"
"1260","PI329506.D1G0BACXX.7.250130010"
"1261","PI329510.D1G0BACXX.7.250130022"
"1262","PI329511.D1G0BACXX.7.250130034"
"1263","PI329517.D1G0BACXX.7.250130046"
"1264","PI329518.D1G0BACXX.7.250130058"
"1265","PI329519.D1G0BACXX.7.250130070"
"1266","PI329540.D1G0BACXX.7.250130082"
"1267","PI329541.D1G0BACXX.7.250130094"
"1268","PI329545.D1G0BACXX.7.250130011"
"1269","PI329546.D1G0BACXX.7.250129919"
"1270","PI329550.D1G0BACXX.7.250130035"
"1271","PI329551.D1G0BACXX.7.250130047"
"1272","PI329554.D1G0BACXX.7.250130059"
"1273","PI329556.D1G0BACXX.7.250130071"
"1274","PI329569.D1G0BACXX.7.250130083"
"1275","PI329570.D1G0BACXX.7.250130095"
"1276","PI329572.D1G0BACXX.7.250130012"
"1277","PI329583.D1G0BACXX.7.250130024"
"1278","PI329584.D1G0BACXX.7.250130036"
"1279","PI329585.D1G0BACXX.7.250130048"
"1280","PI329605.D1G0BACXX.7.250130060"
"1281","PI329606.D1G0BACXX.7.250130072"
"1282","PI329614.D1G0BACXX.7.250130084"
"1283","PI329615.D1G0BACXX.7.250130096"
"1284","PI329617.D1G0BACXX.7.250130013"
"1285","PI329618.D1G0BACXX.7.250130025"
"1286","PI329632.D1G0BACXX.7.250130037"
"1287","PI329644.D1G0BACXX.7.250130049"
"1288","PI329645.D1G0BACXX.7.250130061"
"1289","PI329646.D1G0BACXX.7.250130073"
"1290","PI329665.D1G0BACXX.7.250130085"
"1291","PI329673.D1G0BACXX.7.250130097"
"1292","PI329699.D1G0BACXX.7.250130014"
"1293","PI329700.D1G0BACXX.7.250130026"
"1294","PI329702.D1G0BACXX.7.250130038"
"1295","PI329704.D1G0BACXX.7.250130050"
"1296","PI329710.D1G0BACXX.7.250130062"
"1297","PI329711.D1G0BACXX.7.250130074"
"1298","PI329813.D1G0BACXX.7.250130086"
"1299","PI329814.D1G0BACXX.7.250130098"
"1300","PI329841.D1G0BACXX.7.250130015"
"1301","PI329843.D1G0BACXX.7.250130039"
"1302","PI329848.D1G0BACXX.7.250130051"
"1303","PI329849.D1G0BACXX.7.250130063"
"1304","PI329864.D1G0BACXX.7.250130075"
"1305","PI329865.D1G0BACXX.7.250130087"
"1306","PI329920.D1G0BACXX.7.250130099"
"1307","PI330167.D1G0BACXX.7.250129931"
"1308","PI330168.D1G0BACXX.7.250130028"
"1309","PI330169.D1G0BACXX.7.250129943"
"1310","PI330170.D1G0BACXX.7.250130052"
"1311","PI330181.D1G0BACXX.7.250130064"
"1312","PI330182.D1G0BACXX.7.250130076"
"1313","PI330184.D1EYBACXX.8.250140257"
"1314","PI330185.D1G0BACXX.7.250130100"
"1315","PI330192.D1G0BACXX.7.250130132"
"1316","PI330195.D1G0BACXX.7.250130144"
"1317","PI330196.D1G0BACXX.7.250130156"
"1318","PI330199.D1G0BACXX.7.250130168"
"1319","PI330796.D1G0BACXX.7.250130180"
"1320","PI330798.D1G0BACXX.7.250130192"
"1321","PI330803.D1G0BACXX.7.250130204"
"1322","PI330804.D1G0BACXX.7.250130216"
"1323","PI330807.D1G0BACXX.7.250130133"
"1324","PI330828.D1EYBACXX.8.250140258"
"1325","PI330833.D1G0BACXX.7.250130157"
"1326","PI330834.D1G0BACXX.7.250130169"
"1327","PI330835.D1G0BACXX.7.250130181"
"1328","PI330838.D1G0BACXX.7.250130193"
"1329","PI330847.D1G0BACXX.7.250130205"
"1330","PI330851.D1G0BACXX.7.250130217"
"1331","PI330857.D1G0BACXX.7.250130134"
"1332","PI330858.D1G0BACXX.7.250130146"
"1333","PI330867.D1G0BACXX.7.250130158"
"1334","PI337674.D1G0BACXX.7.250130170"
"1335","PI337676.D1G0BACXX.7.250130182"
"1336","PI337678.D1G0BACXX.7.250130194"
"1337","PI337680.D1G0BACXX.7.250130206"
"1338","PI337684.D1G0BACXX.7.250130218"
"1339","PI337685.D1G0BACXX.7.250130135"
"1340","PI337688.D1G0BACXX.7.250130147"
"1341","PI337689.D1G0BACXX.7.250130159"
"1342","PI34911.D0D0BACXX.6.250040586"
"1343","PI510907.D1G0BACXX.7.250130171"
"1344","PI510910.D1G0BACXX.7.250130183"
"1345","PI510911.D1G0BACXX.7.250130195"
"1346","PI510925.D1G0BACXX.7.250130207"
"1347","PI510926.D1G0BACXX.7.250130219"
"1348","PI510931.D1G0BACXX.7.250130136"
"1349","PI510932.D1G0BACXX.7.250130148"
"1350","PI510958.D1G0BACXX.7.250130160"
"1351","PI510959.D1G0BACXX.7.250130172"
"1352","PI510966.D1G0BACXX.7.250130184"
"1353","PI510967.D1G0BACXX.7.250130196"
"1354","PI510968.D1G0BACXX.7.250129908"
"1355","PI510969.D1G0BACXX.7.250130220"
"1356","PI510979.D1G0BACXX.7.250130137"
"1357","PI510990.D1G0BACXX.7.250130149"
"1358","PI510991.D1G0BACXX.7.250130161"
"1359","PI511008.D1G0BACXX.7.250130173"
"1360","PI511009.D1G0BACXX.7.250130185"
"1361","PI514456.D1G0BACXX.7.250130197"
"1362","PI514610.D1G0BACXX.7.250130209"
"1363","PI514617.D1G0BACXX.7.250129906"
"1364","PI521833.D1G0BACXX.7.250130221"
"1365","PI533750.C00TDABXX.1.250004128"
"1366","PI533752.C00TDABXX.1.250004184"
"1367","PI533754.C00TDABXX.1.250004163"
"1368","PI533755.C00TDABXX.1.250004126"
"1369","PI533757.C00TDABXX.1.250004116"
"1370","PI533758.C00TDABXX.1.250004165"
"1371","PI533759.C00TDABXX.1.250004117"
"1372","PI533760.B064FABXX.2.250009846"
"1373","PI533761.C00TDABXX.1.250004164"
"1374","PI533762.C00TDABXX.1.250004189"
"1375","PI533766.C00TDABXX.1.250004186"
"1376","PI533769.C00TDABXX.1.250004153"
"1377","PI533776.B064FABXX.2.250009823"
"1378","PI533785.C00TDABXX.1.250004119"
"1379","PI533788.C00TDABXX.1.250004115"
"1380","PI533789.C00TDABXX.1.250004159"
"1381","PI533792.C00TDABXX.1.250004135"
"1382","PI533794.C00TDABXX.1.250004112"
"1383","PI533799.B064FABXX.2.250009875"
"1384","PI533800.C00TDABXX.1.250004173"
"1385","PI533807.C00TDABXX.1.250004150"
"1386","PI533810.C00TDABXX.1.250004099"
"1387","PI533814.C00TDABXX.1.250004107"
"1388","PI533821.C00TDABXX.1.250004109"
"1389","PI533822.B064FABXX.2.250009880"
"1390","PI533824.B064FABXX.2.250009830"
"1391","PI533831.B064FABXX.2.250009856"
"1392","PI533833.C00TDABXX.1.250004187"
"1393","PI533839.C00TDABXX.1.250004124"
"1394","PI533841.B064FABXX.2.250009822"
"1395","PI533842.C00TDABXX.1.250004174"
"1396","PI533843.B064FABXX.2.250009811"
"1397","PI533845.B064FABXX.2.250009814"
"1398","PI533852.B064FABXX.2.250009865"
"1399","PI533856.C00TDABXX.1.250004166"
"1400","PI533863.C00TDABXX.1.250004100"
"1401","PI533866.B064FABXX.2.250009824"
"1402","PI533869.C00TDABXX.1.250004167"
"1403","PI533876.C00TDABXX.2.250020296"
"1404","PI533877.C00TDABXX.1.250004121"
"1405","PI533878.B064FABXX.2.250009859"
"1406","PI533882.B064FABXX.2.250009868"
"1407","PI533901.C00TDABXX.1.250004177"
"1408","PI533902.C00TDABXX.1.250004181"
"1409","PI533910.C00TDABXX.1.250004147"
"1410","PI533911.C00TDABXX.1.250004171"
"1411","PI533912.C00TDABXX.1.250004138"
"1412","PI533913.C00TDABXX.1.250004142"
"1413","PI533919.C00TDABXX.1.250004149"
"1414","PI533936.C00TDABXX.2.250020273"
"1415","PI533938.C00TDABXX.2.250020272"
"1416","PI533939.C00TDABXX.2.250020252"
"1417","PI533948.C00TDABXX.2.250020263"
"1418","PI533955.C00TDABXX.2.250020275"
"1419","PI533956.C00TDABXX.2.250020242"
"1420","PI533957.C00TDABXX.1.250004130"
"1421","PI533961.C00TDABXX.1.250004127"
"1422","PI533962.C00TDABXX.1.250004098"
"1423","PI533964.C00TDABXX.2.250020313"
"1424","PI533965.C00TDABXX.1.250004139"
"1425","PI533967.C00TDABXX.2.250020264"
"1426","PI533972.C00TDABXX.2.250020236"
"1427","PI533976.C00TDABXX.2.250020299"
"1428","PI533979.C00TDABXX.2.250020298"
"1429","PI533980.C00TDABXX.2.250020241"
"1430","PI533985.C00TDABXX.2.250020288"
"1431","PI533986.C00TDABXX.1.250004176"
"1432","PI533987.C00TDABXX.2.250020284"
"1433","PI533989.C00TDABXX.1.250004125"
"1434","PI533991.B064FABXX.2.250009905"
"1435","PI533996.C00TDABXX.2.250020224"
"1436","PI533997.C00TDABXX.1.250004122"
"1437","PI533998.C00TDABXX.2.250020228"
"1438","PI534009.C00TDABXX.1.250004102"
"1439","PI534021.C00TDABXX.2.250020253"
"1440","PI534028.C00TDABXX.1.250004154"
"1441","PI534037.C00TDABXX.1.250004151"
"1442","PI534054.C00TDABXX.2.250020266"
"1443","PI534063.B064FABXX.2.250009862"
"1444","PI534070.C00TDABXX.1.250004136"
"1445","PI534075.D0D0BACXX.6.250040589"
"1446","PI534079.C00TDABXX.1.250004131"
"1447","PI534088.C00TDABXX.1.250004101"
"1448","PI534092.C00TDABXX.2.250020233"
"1449","PI534096.C00TDABXX.2.250020285"
"1450","PI534097.C00TDABXX.2.250020274"
"1451","PI534099.C00TDABXX.2.250020312"
"1452","PI534101.C00TDABXX.2.250020267"
"1453","PI534104.C00TDABXX.2.250020243"
"1454","PI534105.C00TDABXX.2.250020262"
"1455","PI534108.C00TDABXX.2.250020270"
"1456","PI534112.C00TDABXX.1.250004152"
"1457","PI534114.C00TDABXX.1.250004144"
"1458","PI534115.B064FABXX.2.250009817"
"1459","PI534116.D0D0BACXX.6.250040571"
"1460","PI534117.C00TDABXX.1.250004156"
"1461","PI534123.C00TDABXX.1.250004133"
"1462","PI534124.C00TDABXX.1.250004106"
"1463","PI534127.C00TDABXX.1.250004114"
"1464","PI534128.C00TDABXX.1.250004146"
"1465","PI534132.C00TDABXX.1.250004168"
"1466","PI534133.B064FABXX.2.250009836"
"1467","PI534135.C00TDABXX.1.250004170"
"1468","PI534137.C00TDABXX.1.250004137"
"1469","PI534139.B064FABXX.2.250009810"
"1470","PI534144.C00TDABXX.1.250004180"
"1471","PI534145.C00TDABXX.1.250004172"
"1472","PI534148.B064FABXX.2.250009902"
"1473","PI534155.C00TDABXX.1.250004097"
"1474","PI534157.C00TDABXX.1.250004161"
"1475","PI534163.C00TDABXX.1.250004105"
"1476","PI534167.B064FABXX.2.250009874"
"1477","PI540816.B064FABXX.2.250009832"
"1478","PI548797.D0D0BACXX.6.250040590"
"1479","PI552856.C00TDABXX.7.250018482"
"1480","PI552861.C00TDABXX.1.250004113"
"1481","PI561072.C00TDABXX.7.250018541"
"1482","PI561073.C00TDABXX.1.250004095"
"1483","PI562985.D1EYBACXX.8.250140348"
"1484","PI562989.D1G0BACXX.7.250130138"
"1485","PI563006.D1EYBACXX.8.250140337"
"1486","PI563009.D1G0BACXX.7.250130150"
"1487","PI563151.D1G0BACXX.7.250130162"
"1488","PI563153.D1G0BACXX.7.250130174"
"1489","PI563154.D1G0BACXX.7.250130186"
"1490","PI563155.D1G0BACXX.7.250130198"
"1491","PI563156.D1G0BACXX.7.250130210"
"1492","PI563157.D1G0BACXX.7.250130222"
"1493","PI563163.D1G0BACXX.7.250130139"
"1494","PI563196.D1G0BACXX.7.250130163"
"1495","PI563198.D1G0BACXX.7.250130175"
"1496","PI563199.D1G0BACXX.7.250130187"
"1497","PI563200.D1G0BACXX.7.250130199"
"1498","PI563207.D1G0BACXX.7.250130211"
"1499","PI563208.D1G0BACXX.7.250129968"
"1500","PI563209.D1G0BACXX.7.250130140"
"1501","PI563219.D1G0BACXX.7.250130152"
"1502","PI563289.D1G0BACXX.7.250130164"
"1503","PI563334.D1G0BACXX.7.250130176"
"1504","PI563338.D1G0BACXX.7.250130188"
"1505","PI563343.D1G0BACXX.7.250130200"
"1506","PI563348.D1G0BACXX.7.250130212"
"1507","PI563350.D1G0BACXX.7.250130224"
"1508","PI563359.D1G0BACXX.7.250130141"
"1509","PI563364.D1G0BACXX.7.250130153"
"1510","PI563366.D1G0BACXX.7.250130165"
"1511","PI563377.D1G0BACXX.7.250130177"
"1512","PI563378.D1G0BACXX.7.250130189"
"1513","PI563482.D1G0BACXX.7.250130201"
"1514","PI563483.D1G0BACXX.7.250130213"
"1515","PI563484.D1G0BACXX.7.250130225"
"1516","PI563485.D1G0BACXX.7.250130142"
"1517","PI563486.D1G0BACXX.7.250130154"
"1518","PI563487.D1G0BACXX.7.250130166"
"1519","PI563489.D1G0BACXX.7.250130178"
"1520","PI563490.D1G0BACXX.7.250130190"
"1521","PI563491.D1G0BACXX.7.250130202"
"1522","PI563492.D1G0BACXX.7.250130214"
"1523","PI563497.D1G0BACXX.7.250130226"
"1524","PI563513.D1G0BACXX.7.250129894"
"1525","PI563515.D1G0BACXX.7.250130143"
"1526","PI563516.D1EYBACXX.8.250140219"
"1527","PI564163.C00TDABXX.7.250018460"
"1528","PI564165.D0D0BACXX.6.250040582"
"1529","PI569012.D1G0BACXX.7.250130167"
"1530","PI569803.D1G0BACXX.7.250130179"
"1531","PI569804.D1G0BACXX.7.250130191"
"1532","PI569805.D1G0BACXX.7.250130203"
"1533","PI569819.D1G0BACXX.7.250130215"
"1534","PI569833.D1G0BACXX.7.250130227"
"1535","PI569834.D1FY1ACXX.8.250123305"
"1536","PI569847.D1FY1ACXX.8.250123306"
"1537","PI569860.D1FY1ACXX.8.250123308"
"1538","PI569869.D1FY1ACXX.8.250123309"
"1539","PI569870.D1FY1ACXX.8.250123310"
"1540","PI569873.D1FY1ACXX.8.250123311"
"1541","PI569875.D1FY1ACXX.8.250123312"
"1542","PI569876.D1FY1ACXX.8.250123313"
"1543","PI569886.D1FY1ACXX.8.250123315"
"1544","PI570119.D1FY1ACXX.8.250123316"
"1545","PI570120.D1FY1ACXX.8.250123317"
"1546","PI570122.D1FY1ACXX.8.250123318"
"1547","PI570123.D1FY1ACXX.8.250123319"
"1548","PI570124.D1FY1ACXX.8.250123320"
"1549","PI570125.D1FY1ACXX.8.250123321"
"1550","PI570126.D1FY1ACXX.8.250123322"
"1551","PI570127.D1FY1ACXX.8.250123323"
"1552","PI570130.D1FY1ACXX.8.250123325"
"1553","PI570136.D1FY1ACXX.8.250123326"
"1554","PI570137.D1FY1ACXX.8.250123327"
"1555","PI570139.D1FY1ACXX.8.250123328"
"1556","PI570145.D1FY1ACXX.8.250123329"
"1557","PI570146.D1FY1ACXX.8.250123330"
"1558","PI570149.D1FY1ACXX.8.250123331"
"1559","PI570154.D1FY1ACXX.8.250123332"
"1560","PI570155.D1FY1ACXX.8.250123333"
"1561","PI570157.D1FY1ACXX.8.250123334"
"1562","PI570158.D1FY1ACXX.8.250123335"
"1563","PI570159.D1FY1ACXX.8.250123336"
"1564","PI570160.D1FY1ACXX.8.250123337"
"1565","PI570162.D1FY1ACXX.8.250123338"
"1566","PI570163.D1FY1ACXX.8.250123339"
"1567","PI570164.D1FY1ACXX.8.250123340"
"1568","PI570166.D1FY1ACXX.8.250123341"
"1569","PI570168.D1FY1ACXX.8.250123342"
"1570","PI570171.D1FY1ACXX.8.250123343"
"1571","PI570174.D1FY1ACXX.8.250123345"
"1572","PI570176.D1FY1ACXX.8.250123346"
"1573","PI570189.D1FY1ACXX.8.250123347"
"1574","PI570190.D1FY1ACXX.8.250123348"
"1575","PI570191.D1FY1ACXX.8.250123349"
"1576","PI570218.D1FY1ACXX.8.250123350"
"1577","PI570219.D1FY1ACXX.8.250123351"
"1578","PI570220.D1FY1ACXX.8.250123352"
"1579","PI570228.D1FY1ACXX.8.250123353"
"1580","PI570229.D1FY1ACXX.8.250123354"
"1581","PI570233.D1FY1ACXX.8.250123355"
"1582","PI570234.D1FY1ACXX.8.250123356"
"1583","PI570237.D1FY1ACXX.8.250123357"
"1584","PI570244.D1FY1ACXX.8.250123359"
"1585","PI570248.D1FY1ACXX.8.250123361"
"1586","PI570249.D1FY1ACXX.8.250123362"
"1587","PI570252.D1FY1ACXX.8.250123364"
"1588","PI570254.D1FY1ACXX.8.250123365"
"1589","PI570255.D1FY1ACXX.8.250123366"
"1590","PI570256.D1FY1ACXX.8.250123367"
"1591","PI570260.D1FY1ACXX.8.250123368"
"1592","PI570261.D1FY1ACXX.8.250123369"
"1593","PI570262.D1FY1ACXX.8.250123370"
"1594","PI570271.D1FY1ACXX.8.250123371"
"1595","PI570278.D1FY1ACXX.8.250123372"
"1596","PI570279.D1FY1ACXX.8.250123373"
"1597","PI570284.D1FY1ACXX.8.250123374"
"1598","PI570288.D1FY1ACXX.8.250123375"
"1599","PI570289.D1FY1ACXX.8.250123376"
"1600","PI570292.D1FY1ACXX.8.250123377"
"1601","PI570294.D1FY1ACXX.8.250123378"
"1602","PI570295.D1FY1ACXX.8.250123379"
"1603","PI570296.D1FY1ACXX.8.250123380"
"1604","PI570393.D1FY1ACXX.8.250123381"
"1605","PI570494.D1FY1ACXX.8.250123382"
"1606","PI570498.D1FY1ACXX.8.250123383"
"1607","PI570501.D1FY1ACXX.8.250123385"
"1608","PI570503.D1FY1ACXX.8.250123386"
"1609","PI570504.D1FY1ACXX.8.250123387"
"1610","PI570505.D1FY1ACXX.8.250123388"
"1611","PI570511.D1FY1ACXX.8.250123389"
"1612","PI570512.D1FY1ACXX.8.250123390"
"1613","PI570518.D1FY1ACXX.8.250123391"
"1614","PI570523.D1FY1ACXX.8.250123392"
"1615","PI570524.D1FY1ACXX.8.250123393"
"1616","PI570528.D1FY1ACXX.8.250123394"
"1617","PI570539.D1FY1ACXX.8.250123395"
"1618","PI570546.D1FY1ACXX.8.250123396"
"1619","PI570549.D1FY1ACXX.8.250123397"
"1620","PI570550.D1FY1ACXX.8.250123398"
"1621","PI570554.D1FY1ACXX.8.250123399"
"1622","PI570570.D1EYBACXX.8.250140298"
"1623","PI570571.D1EYBACXX.8.250140358"
"1624","PI570575.D1G0BACXX.7.250129945"
"1625","PI570576.D1G0BACXX.7.250129957"
"1626","PI570584.D1EYBACXX.8.250140350"
"1627","PI570588.D1EYBACXX.8.250140362"
"1628","PI570603.D1EYBACXX.8.250140374"
"1629","PI570604.D1EYBACXX.8.250140387"
"1630","PI570917.D1G0BACXX.7.250130005"
"1631","PI570918.D1G0BACXX.7.250130091"
"1632","PI571246.D1G0BACXX.7.250130023"
"1633","PI571253.D1G0BACXX.7.250130027"
"1634","PI571256.D1G0BACXX.7.250130088"
"1635","PI571261.D1G0BACXX.7.250130145"
"1636","PI571262.D1G0BACXX.7.250130208"
"1637","PI571273.D1G0BACXX.7.250130155"
"1638","PI571275.D1EYBACXX.8.250140208"
"1639","PI571299.D1EYBACXX.8.250140209"
"1640","PI571302.D1EYBACXX.8.250140210"
"1641","PI571370.D1EYBACXX.8.250140211"
"1642","PI571376.D1EYBACXX.8.250140212"
"1643","PI576333.C00TDABXX.2.250020311"
"1644","PI576339.C00TDABXX.2.250020255"
"1645","PI576340.C00TDABXX.2.250020287"
"1646","PI576348.C00TDABXX.2.250020290"
"1647","PI576349.C00TDABXX.2.250020314"
"1648","PI576350.B064FABXX.2.250009877"
"1649","PI576352.C00TDABXX.2.250020289"
"1650","PI576359.C00TDABXX.2.250020256"
"1651","PI576364.C00TDABXX.2.250020301"
"1652","PI576366.C00TDABXX.2.250020254"
"1653","PI576375.C00TDABXX.2.250020279"
"1654","PI576376.C00TDABXX.2.250020291"
"1655","PI576380.B064FABXX.2.250009887"
"1656","PI576381.C00TDABXX.2.250020315"
"1657","PI576385.C00TDABXX.2.250020280"
"1658","PI576386.B064FABXX.2.250009904"
"1659","PI576387.C00TDABXX.2.250020248"
"1660","PI576390.C00TDABXX.1.250004185"
"1661","PI576399.C00TDABXX.1.250004120"
"1662","PI576401.B064FABXX.2.250009837"
"1663","PI576422.C00TDABXX.2.250020238"
"1664","PI576425.C00TDABXX.2.250020317"
"1665","PI576426.C00TDABXX.2.250020303"
"1666","PI576428.C00TDABXX.2.250020257"
"1667","PI576435.C00TDABXX.2.250020259"
"1668","PI576437.C00TDABXX.2.250020250"
"1669","PI585291.D0D0BACXX.6.250040591"
"1670","PI585379.D1EYBACXX.8.250140213"
"1671","PI585394.D1EYBACXX.8.250140214"
"1672","PI585405.D1EYBACXX.8.250140215"
"1673","PI585406.D1G0BACXX.7.250129916"
"1674","PI585411.D1G0BACXX.7.250129942"
"1675","PI585412.D1G0BACXX.7.250129954"
"1676","PI585413.D1G0BACXX.7.250129969"
"1677","PI585414.D1G0BACXX.7.250129966"
"1678","PI585415.D1G0BACXX.7.250129883"
"1679","PI585416.D1G0BACXX.7.250129886"
"1680","PI585417.D1G0BACXX.7.250129898"
"1681","PI585418.D1G0BACXX.7.250129907"
"1682","PI585423.D1G0BACXX.7.250129910"
"1683","PI585448.D1G0BACXX.7.250129955"
"1684","PI585449.D1G0BACXX.7.250129967"
"1685","PI585452.D1G0BACXX.7.250129884"
"1686","PI585453.D1G0BACXX.7.250129896"
"1687","PI585454.D1G0BACXX.7.250129922"
"1688","PI585455.D1G0BACXX.7.250129934"
"1689","PI585456.D1G0BACXX.7.250129920"
"1690","PI585457.D1G0BACXX.7.250129932"
"1691","PI585461.D1G0BACXX.7.250129944"
"1692","PI585467.D1G0BACXX.7.250129956"
"1693","PI585468.D1G0BACXX.7.250129885"
"1694","PI585469.D1G0BACXX.7.250129897"
"1695","PI585470.D1G0BACXX.7.250129909"
"1696","PI585471.D1G0BACXX.7.250129921"
"1697","PI585472.D1G0BACXX.7.250129933"
"1698","PI585572.D1G0BACXX.7.250129946"
"1699","PI585573.D1EYBACXX.8.250140220"
"1700","PI585574.D1G0BACXX.7.250129958"
"1701","PI585576.D1G0BACXX.7.250129970"
"1702","PI585577.D1EYBACXX.8.250140221"
"1703","PI585578.D1EYBACXX.8.250140222"
"1704","PI585579.D1EYBACXX.8.250140223"
"1705","PI585580.D1EYBACXX.8.250140224"
"1706","PI585581.D1EYBACXX.8.250140225"
"1707","PI585582.D1G0BACXX.7.250129887"
"1708","PI585583.D1EYBACXX.8.250140226"
"1709","PI585590.D1EYBACXX.8.250140227"
"1710","PI585595.D1EYBACXX.8.250140228"
"1711","PI585596.D1G0BACXX.7.250129899"
"1712","PI585600.D1G0BACXX.7.250129911"
"1713","PI585602.D1EYBACXX.8.250140229"
"1714","PI585607.D1EYBACXX.8.250140230"
"1715","PI585608.D1EYBACXX.8.250140231"
"1716","PI585609.D1EYBACXX.8.250140232"
"1717","PI585971.D1G0BACXX.7.250129923"
"1718","PI585981.D1G0BACXX.7.250129935"
"1719","PI585985.D1EYBACXX.8.250140234"
"1720","PI585987.D1EYBACXX.8.250140235"
"1721","PI585991.D1EYBACXX.8.250140237"
"1722","PI585992.D1EYBACXX.8.250140238"
"1723","PI586008.D1EYBACXX.8.250140240"
"1724","PI586028.D1EYBACXX.8.250140241"
"1725","PI586032.D1EYBACXX.8.250140242"
"1726","PI586033.D1EYBACXX.8.250140243"
"1727","PI586034.D1EYBACXX.8.250140244"
"1728","PI586035.D1EYBACXX.8.250140245"
"1729","PI586036.D1EYBACXX.8.250140246"
"1730","PI586037.D1EYBACXX.8.250140247"
"1731","PI586038.D1EYBACXX.8.250140248"
"1732","PI586039.D1EYBACXX.8.250140249"
"1733","PI586040.D1EYBACXX.8.250140250"
"1734","PI586041.D1EYBACXX.8.250140251"
"1735","PI586042.D1EYBACXX.8.250140252"
"1736","PI586052.D1EYBACXX.8.250140253"
"1737","PI586054.D1EYBACXX.8.250140254"
"1738","PI586107.D1EYBACXX.8.250140255"
"1739","PI586108.D1G0BACXX.7.250129947"
